run_id,canonical,job_id,matched_alias,evidence_text,evidence_field,start_char,end_char,title,description_excerpt,source,country,expected_skills,false_positive,reviewer_notes
75,Data Science,782,Data Science,Data Science,title,22,34,Alternance Data & IA: Data Science H/F,"Connaissez-vous le groupe MGEN ? * Un employeur de l'ESS qui réconcilie éthique et économie, solidarité et performance * Un acteur majeur en santé et prévoyance avec plus de 4 millions de personnes protégées * 10 000 salariés et 250 métiers diversifiés (assurance, soins, fonctions support, IT...) * Une implantation nat",adzuna,fr,,,
75,Data Science,802,Data Science,DATA SCIENCE,title,24,36,Alternance : Alternance DATA SCIENCE : Outils et modèles de prévision du trafic Voyageur,"Publiée le 13/05/2026 Description de l'employeur Au sein de la Direction Développement TGV Europe, la Direction Stratégie et Performance des dessertes et marchés est en charge des études de prévision de trafic à moyen/long terme ainsi que des études d'optimisation des dessertes TGV. A cette fin elle s'est dotée d'une b",adzuna,fr,,,
75,Data Science,864,Data Science,Data Science,title,42,54,Principal Engineer Consultant in Adtech - Data Science & AI Department,"About Teads Teads is a leading omnichannel advertising platform focused on driving outcomes for brand and performance advertisers across screens. With a focus on meaningful business outcomes for branding and performance objectives, Teads drives value by leveraging predictive AI technology to connect quality media, beau",adzuna,fr,,,
75,Data Science,1043,Data Science,Data Science,description,255,267,DevOps Engineer - MLOps H/F,L'entreprise Cet acteur historique français développe des solutions d'assurances via une plateforme technique & Data et a pu construire un Data Lab pour traiter l'ensemble des sujets data du groupe. Vous travaillerez au sein de ce DataLab dans une équipe Data Science & Machine Learning composée de 5 profils ML Engineer,adzuna,fr,,,
75,Digital Transformation,25,transformation digitale,transformation digitale,description,72,95,Data Scientist MMM,"Qui sommes-nous ? Le Groupe Objectware accompagne ses clients dans leur transformation digitale et intelligente en s'appuyant sur une expertise IT forte, les technologies SMACS et l'Intelligence Artificielle pour créer des solutions à fort impact métier. Nous sommes plus de 1 000 collaborateurs en France (IDF, Strasbou",adzuna,fr,,,
75,Digital Transformation,65,transformation digitale,transformation digitale,description,169,192,Data Scientist H/F,"Le Contexte & L'Équipe En tant que Consultant(e) pour notre cabinet de conseil, vous rejoignez nos équipes d'experts pour accompagner nos clients stratégiques dans leur transformation digitale. Vous serez intégré(e) directement au sein d'une équipe Data complète (Data Scientists, Engineers, Ops) chez l'un de nos client",adzuna,fr,,,
75,Digital Transformation,187,transformation digitale,transformation digitale,description,87,110,Data scientist/X F/H,"Concevez et industrialisez des solutions d'intelligence artificielle pour accélérer la transformation digitale et générer un impact business concret au sein d'un environnement innovant. Vous rejoignez une équipe Data & IT en pleine croissance, au cœur des enjeux de transformation digitale du groupe. Le rôle vise à valo",adzuna,fr,,,
75,Digital Transformation,210,transformation digitale,transformation digitale,description,362,385,Data Scientist et IA H/F,"Quel sera ton poste ? Lieu : Nantes (44) Télétravail : 2 jours par semaine ✔ Démarrage ASAP ✏ CDI client final (pré-embauche) Contexte client : Dans le cadre de notre développement, nous recherchons un Data Scientist et IA H/F afin d'intégrer la Data Factory de notre client. Au sein d'un équipe composée de 2 Data Scien",adzuna,fr,,,
75,Digital Transformation,263,transformation digitale,transformation digitale,description,154,177,Alternance H/F - Data Analyst / Data Scientist,"Le poste de Alternance H/F - Data Analyst / Data Scientist Dans le cadre d'un partenariat avec une entreprise spécialisée dans l'analyse de données et la transformation digitale basée à Bordeaux, nous recrutons un.e alternant.e Data Analyst / Data Scientist Junior H/F. Tu intégreras un poste en alternance d'1 an tout e",adzuna,fr,,,
75,Digital Transformation,390,transformation digitale,transformation digitale,description,411,434,271 - Data Scientist Senior – Expert Computer Vision (H/F) (IT),"Date de démarrage : ASAP Date de fin : 25/06/2027 (Mission de longue durée) Localisation : Massy (Rythme : 2 jours par semaine sur site) Tarif Journalier Moyen (TJM) Max : 510 ? HT Contexte et Mission : Au sein de l?Analytics Factory, entité transverse qui conçoit et développe les services analytiques à forte valeur aj",adzuna,fr,,,
75,Digital Transformation,568,transformation digitale,transformation digitale,description,54,77,DATA ANALYST POWER BI (F/H),"Novencia accompagne ses clients dans leurs projets de transformation digitale, technologique et data. Expert en Data et Intelligence Artificielle nous aidons nos clients à exploiter et valoriser leurs données sous toutes ses formes en les accompagnant sur des projets de Data Gourvernance, Data Architecture, Data Scienc",adzuna,fr,,,
75,Digital Transformation,844,transformation digitale,transformation digitale,description,109,132,Managing Consultante/Consultant - Transformation Finance & CFO Advisory,"Chez Capgemini Invent, nous croyons que l’innovation est le moteur du changement. En tant que consultants en transformation digitale, nous combinons nos capacités stratégiques, créatives et scientifiques, en collaborant étroitement avec nos clients pour leur fournir des solutions de pointe. Rejoignez-nous pour conduire",adzuna,fr,,,
75,Digital Transformation,917,transformation digitale,Transformation Digitale,title,49,72,"ALTERNANCE - Master Automatisme, Informatique et Transformation Digitale H/F/N","Description de l'entreprise Robert Bosch Rodez, site tourné vers le futur et l’industrie développe des projets et des solutions innovantes. Riche en diversité, l’usine produit grâce à ses savoir-faire en mécanique de précision des composants pour le secteur automobile. Nous sommes spécialisés dans la fabrication de bou",adzuna,fr,,,
75,Digital Transformation,936,transformation digitale,transformation digitale,description,109,132,Senior Consultant / Managing Consultant en IT Strategy & Target Operating Model,"Chez Capgemini Invent, nous croyons que l’innovation est le moteur du changement. En tant que consultants en transformation digitale, nous combinons nos capacités stratégiques, créatives et scientifiques, en collaborant étroitement avec nos clients pour leur fournir des solutions de pointe. Rejoignez-nous pour conduire",adzuna,fr,,,
75,Generative AI,78,ia générative,IA Générative,description,240,253,Data Scientist F/H,"Dans le cadre de projets d’innovation autour de la data et de l’intelligence artificielle, nous recherchons un(e) Data Scientist confirmé(e) pour intervenir sur des sujets à forte valeur ajoutée combinant Machine Learning, Deep Learning et IA Générative. L’objectif est de concevoir, développer et industrialiser des mod",adzuna,fr,,,
75,Generative AI,315,ia générative,IA Générative,title,15,28,Data Scientist IA Générative / NLP – Databricks - Freelance,"Description du poste Contexte de la mission Notre client, acteur majeur du secteur de l'énergie, accélère sa transformation digitale afin de valoriser ses données et de développer des solutions innovantes autour de l'Intelligence Artificielle. Au sein de l'équipe Data & IA, le consultant interviendra sur des projets st",adzuna,fr,,,
75,Generative AI,384,ia générative,IA Générative,description,334,347,POT9200 - Un Data Scientist senior et IA/machine Learning sur Lyon (IT),"Almatek recherche pour l'un de ses clients, un Data Scientist senior et IA/machine Learning sur Lyon. Profil recherché : Data Science & Machine Learning ? Maîtrise des techniques de ML supervisé et non supervisé ? Expérience en NLP : embeddings, analyse textuelle, extraction d?entités, classification de texte ? Connais",adzuna,fr,,,
75,Generative AI,517,ia générative,IA générative,description,385,398,Lead Technique Genia H/F,"VOTRE RÔLE Au sein de la practice Data & AI d'Accenture Song, vous êtes l'interlocuteur(trice) de référence de nos clients grands comptes sur les sujets d'architecture et de déploiement de solutions (Gen)AI et Agentique au service de la relation client. Vous combinez vision stratégique, expertise technologique et capac",adzuna,fr,,,
75,Generative AI,554,Generative AI,Generative AI,title,20,33,AI & Data Engineer (Generative AI) H/F,"Le département Digital & IA d'Air Liquide IT a été créé pour soutenir les ambitions du Groupe en matière de gestion des données, fournir une expertise technologique pour le développement de nouvelles solutions différenciantes pour l'activité d'Air Liquide, avec un accent particulier sur les sujets liés aux données. Con",adzuna,fr,,,
75,Generative AI,599,ia générative,IA générative,description,367,380,Ingénieur·e Sécurité Applicative Appsec H/F,"Safran Analytics est la « IA Factory » du Groupe Safran, dédiée à la valorisation et la protection des données métiers (tabulaires, séries temporelles, texte). Les équipes collaborent étroitement avec les ingénieurs et responsables produits du Groupe pour concevoir, développer et sécuriser des solutions innovantes repo",adzuna,fr,,,
75,Generative AI,840,genai,GenAI,description,177,182,Staffing Manager F/H,"En tant que Staffing Manager, vous serez amené(e) à : Répondre à des demandes de staffing variées autour de la DATA : Data Analyst, Dataviz, Data Engineer, Data scientist, ETL, GenAI, Architectes(etc) Répondre aux demandes de staffing provenant des différentes capabilities, au fil de l’eau, en fonction des sollicitatio",adzuna,fr,,,
75,Generative AI,1048,Generative AI,generative AI,description,346,359,Head of Program Lead,"About AQEMIA AQEMIA is a drug invention company dedicated to creating entirely new medicines to address major unmet medical needs. At the core of our mission is QEMI , our proprietary molecule-invention platform, which uniquely combines cutting-edge science with advanced technology. Powered by physics-based modeling, s",adzuna,fr,,,
75,Generative AI,1050,Generative AI,generative AI,description,344,357,Drug Discovery Program Leader H/F,"About AQEMIAAQEMIA is a drug invention company dedicated to creating entirely new medicines to address major unmet medical needs. At the core of our mission is QEMI, our proprietary molecule-invention platform, which uniquely combines cutting-edge science with advanced technology. Powered by physics-based modeling, sta",adzuna,fr,,,
75,Generative AI,1114,genai,GenAI,description,234,239,Agentic AI Engineer F/H,"Rejoignez VISEO et découvrez un monde de possibilités où nous mettons l’Humain, le Collectif et le Challenge au cœur de tout ce que nous faisons. Qui êtes-vous ? Si pour vous, être Agentic AI Engineer , c’est : Maîtriser l'écosystème GenAI & Agentic AI : Naviguer avec aisance dans l'univers des LLM et concevoir des arc",adzuna,fr,,,
75,Large Language Models,190,llm,LLM,description,380,383,Data scientist - SOC - N3 (IT),"Contexte Objectif global : Développer IA au sein du SOC Au sein de notre SOC, nous intégrons des technologies d'Intelligence Artificielle Générative pour automatiser l'analyse de menaces, contextualiser les alertes de sécurité et assister nos analystes. Nous recherchons un(e) Expert(e) en IA spécialisé(e) dans l'entraî",adzuna,fr,,,
75,Large Language Models,216,llm,LLM,description,275,278,Data Scientist Confirmé / Expert H/F,"Ce poste s'adresse à un Data Scientist confirmé ou expert, prêt à participer à des projets ambitieux au sein d'une squad dédiée. Missions principales : - Concevoir, développer et industrialiser des cas d'usage d'IA générative à fort impact métier. - Développer des workflows LLM avancés et orchestrer les différentes éta",adzuna,fr,,,
